# Urdu word -> IPA, as espeak-ng says it.
# Written by tools/urdu/lexbuild.py; do not edit by hand.
# 101580 words, of which 7504 had to be asked one at a time.
؁	sˈan
اندوختگی	andˈoːxtəɡˌiː
اندوختگیاں	andˈoːxtəɡjˌãː
اندوختہ	andˈoːxta
اندود	ˈandoːd
اندودگی	ˈandoːdɡi
اندودگیاں	ˈandoːdɡjãː
اندودہ	ˈandoːdˌa
اندودی	ˈandoːdˌiː
اندوز	ˈandoːz
اندوزی	ˈandoːzˌiː
اندوشواس	andˈoːʃʋaːs
اندولت	ˈandoːlˌət
اندوہ	andˈoːh
اندوہناک	andˈoːhnaːk
اندک	ˈandək
اندکار	ˌɪndɪkˈaːr
اندکی	ˈandəkˌiː
اندکے	ˈandəkˌeː
اندھا	ˈandʰaː
اندھار	ˈandʰaːr
اندھارا	ˈandʰaːrˌaː
اندھاری	ˈandʰaːrˌiː
اندھارے	ˈandʰaːrˌeː
اندھلا	ˈandʰəlˌaː
اندھو	ˈandʰoː
اندھوری	ˈandʰoːrˌiː
اندھوریاں	andʰˈoːrjãː
اندھوں	ˈandʰõː
اندھکار	ˈandʰəkˌaːr
اندھی	ˈandʰi
اندھیارا	ˈandʰjaːrˌaː
اندھیاری	ˈandʰjaːrˌiː
اندھیر	ˈandʰeːr
اندھیرآ	ˈandʰeːrˌaː
اندھیرا	ˈandʰeːrˌaː
اندھیرو	ˈandʰeːrˌoː
اندھیروں	ˈandʰeːrˌõː
اندھیرچی	ˈandʰeːrcˌiː
اندھیری	ˈandʰeːrˌiː
اندھیریا	ˈandʰeːrjˌaː
اندھیرے	ˈandʰeːrˌeː
اندھے	ˈandʰeː
اندہاش	ˌɪndɪhˈaːʃ
اندہاشی	ˌɪndɪhˈaːʃi
اندیش	ˈandeːʃ
اندیشوں	ˈandeːʃˌõː
اندیشہ	ˈandeːʃˌa
اندیشی	ˈandeːʃˌiː
اندیشیانہ	andˈeːʃjaːna
اندیشیاں	andˈeːʃjãː
اندیشے	ˈandeːʃˌeː
انذار	ˌanzˈaːr
انذاری	ˌanzˈaːri
انرتھ	ˈanərˌətʰ
انرجی	ˈanərɟi
انز	ˈanəz
انزال	ˌanzˈaːl
انزالا	ˌanzˈaːlaː
انزالی	ˌanzˈaːli
انزجار	ˌanəzɟˈaːr
انزجاری	ˌanəzɟˈaːri
انزعاج	ˌanzˈaːɟ
انزعاجی	ˌanzˈaːɟi
انزیلہ	ˌanzˈiːlˌa
انس	ˈʊns
انسا	ˈansaː
انسائیکلو	ˈansaːˌiːklˌoː
انسائیکلوپیڈیا	ˌansaːˌiːkloːpˈiːɖjaː
انساب	ˈansaːb
انساج	ˈansaːɟ
انساق	ˈansaːq
انسان	ɪnsˈaːn
انسانوں	ɪnsˈaːnõː
انسانی	ɪnsˈaːni
انسانیات	ɪnsˈaːniˌaːt
انسانیاتی	ɪnsˈaːnjaːtˌiː
انسانیت	ɪnsˈaːniˌat
انسانیہ	ɪnsˈaːniˌa
انساں	ˈansãː
انسب	ˈansəb
انسبی	ˈansəbˌiː
انست	ˈanst
انسجاح	ˌɪnsɪɟˈaːh
انسجاحی	ˌɪnsɪɟˈaːhi
انسجام	ˌɪnsɪɟˈaːm
انسجامی	ˌɪnsɪɟˈaːmi
انسجہ	ˈansəɟa
انسداد	ˌɪnsɪdˈaːd
انسدادی	ˌɪnsɪdˈaːdi
انسطاح	ˌɪnsɪtˈaːh
انسطاحی	ˌɪnsɪtˈaːhi
انسلاخ	ˌɪnsɪlˈaːx
انسلاخی	ˌɪnsɪlˈaːxi
انسلاک	ˌɪnsɪlˈaːk
انسلاکی	ˌɪnsɪlˈaːki
انسلٹ	ɪnsˈalʈ
انسولین	ˈansoːlˌiːn
انسٹا	ˈɪnsɪʈˌaː
انسٹال	ˌɪnsɪʈˈaːl
انسٹالر	ˌɪnsɪʈˈaːlər
انسٹالمنٹ	ˌɪnsɪʈˈaːləmˌənʈ
انسٹالمنٹس	ˌɪnsɪʈˌaːləmənˈʌʈs
انسٹالیشن	ˌɪnsɪʈˌaːleːʃˈan
انسٹاگرام	ˌɪnsɪʈˌaːɡrˈaːm
انسٹرکشن	ˈɪnsʈərˌəkəʃˌən
انسٹرکشنز	ˌɪnsʈərˌəkʃˈanz
انسٹرکٹر	ˌɪnsʈərkʈˈar
انسٹھ	ʊnsˈaʈʰ
انسٹھواں	ʊnsˈaʈʰʋãː
انسٹھویں	ʊnsˈaʈʰʋẽː
انسٹی	ˈɪnsʈi
انسٹیٹیوٹ	ˌɪnsʈiʈeːˈoːʈ
انسٹیٹیوٹز	ˌɪnsʈiʈeːˈoːʈəz
انسپکشن	ˈɪnspəkˌəʃən
انسپکشنز	ˌɪnspəkʃˈanz
انسپکٹر	ˌɪnspəkʈˈar
انسپکٹرز	ˌɪnspəkʈˈarz
انسپکٹروں	ˌɪnspəkʈˈarõː
انسپکٹری	ˌɪnspəkʈˈari
انسپکٹریس	ˌɪnspəkʈarˈiːs
انسپیکشن	ɪnspˈeːkʃan
انسپیکٹری	ɪnspˈeːkʈərˌiː
انسکاب	ˌɪnsɪkˈaːb
انسکابی	ˌɪnsɪkˈaːbi
انسکلوپیدیا	ˌansəkloːpidˈiːaː
انسی	ˈansi
انسیت	ˌʊnsiˈat
انسیہ	ˈansiˌa
انش	ˈanəʃ
انشا	ˈɪnʃaː
انشاء	ˈɪnʃaː
انشاءاللہ	ˌɪnʃaːˈaːləla
انشاؤ	ɪnʃˈaːoː
انشاؤں	ˌɪnʃaːˈoːn
انشائی	ɪnʃˈaːi
انشائیات	ˌɪnʃaːiˈaːt
انشائیوں	ɪnʃˈaːiˌõː
انشائیہ	ˌɪnʃaːˈiːa
انشائیے	ɪnʃˈaːjeː
انشااللہ	ˌɪnʃaːˈaːləla
انشاد	ɪnʃˈaːd
انشال	ɪnʃˈaːl
انشاللہ	ɪnʃˈaːləla
انشانکن	ɪnʃˈaːnəkˌən
انشد	ˈanəʃˌəd
انشراح	ˌɪnʃɪrˈaːh
انشراحی	ˌɪnʃɪrˈaːhi
انشعاب	ˌanʃˈaːb
انشعاع	ˌanʃˈaːaː
انشعاعی	ˌanʃaːˈaːi
انشقاق	ˌɪnʃɪqˈaːq
انشقاقی	ˌɪnʃɪqˈaːqi
انشورنس	ˌanʃoːrˈʌns
انشوطہ	ˌanʃˈoːtˌa
انشٹ	ˈanəʃˌəʈ
انصاب	ˌanʂˈaːb
انصات	ˌanəʂˈaːt
انصاتی	ˌanʂˈaːti
انصار	ˌanʂˈaːr
انصاری	ˌanʂˈaːri
انصاف	ɪnʂˈaːf
انصافی	ɪnʂˈaːfi
انصباب	ˌɪnʂɪbˈaːb
انصبابی	ˌɪnʂɪbˈaːbi
انصباغ	ˌɪnʂɪbˈaːɣ
انصباغی	ˌɪnʂɪbˈaːɣi
انصر	ˈanəʂˌər
انصراف	ˌɪnʂɪrˈaːf
انصرافی	ˌɪnʂɪrˈaːfi
انصرام	ˌɪnʂɪrˈaːm
انصرامی	ˌɪnʂɪrˈaːmi
انضاج	ˌanzˈaːɟ
انضاجی	ˌanzˈaːɟi
انضار	ˌanzˈaːr
انضب	ˈanəzˌəb
انضباط	ˌɪnzɪbˈaːt
انضباطی	ˌɪnzɪbˈaːti
انضخاط	ˌɪnzɪxˈaːt
انضخاطی	ˌɪnzɪxˈaːti
انضر	ˈanəzˌər
انضصام	ˌɪnzɪʂˈaːm
انضصامی	ˌɪnzɪʂˈaːmi
انضمام	ˌɪnzɪmˈaːm
انضمامی	ˌɪnzɪmˈaːmi
انطاع	ˈantˌaː
انطاعی	ˌantaːˈaːi
انطباع	ˈɪntɪbˌaː
انطباعی	ˌɪntɪbaːˈaːi
انطباق	ˌɪntɪbˈaːq
انطباقی	ˌɪntɪbˈaːqi
انطراق	ˌɪntɪrˈaːq
انطراقی	ˌɪntɪrˈaːqi
انطفا	ˈɪntɪfˌaː
انطفائی	ˌɪntɪfˈaːi
انطلاق	ˌɪntɪlˈaːq
انطلاقی	ˌɪntɪlˈaːqi
انطوا	anˈʌtʋaː
انظار	ˌanʐˈaːr
انظام	ˌanʐˈaːm
انظر	ˈanəʐˌər
انظلام	ˌanəʐlˈaːm
انظلامی	ˌanəʐlˈaːmi
انعاش	anˈaːʃ
انعاشی	anˈaːʃi
انعام	ɪnˈaːm
انعامات	ɪnˈaːmaːt
انعاموں	ɪnˈaːmõː
انعامی	ɪnˈaːmi
انعامیہ	ɪnˈaːmiˌa
انعدام	ˌɪnɪdˈaːm
انعدامی	ˌɪnɪdˈaːmi
انعطاف	ˌɪnɪtˈaːf
انعطافی	ˌɪnɪtˈaːfi
انعقاد	ˌɪnɪqˈaːd
انعقادی	ˌɪnɪqˈaːdi
انعم	anˈaːm
انعکاس	ˌɪnɪkˈaːs
انعکاسی	ˌɪnɪkˈaːsi
انغماد	ˌanəɣmˈaːd
انغمادی	ˌanəɣmˈaːdi
انغمادیت	ˌanəɣmaːdiˈat
انفا	ˈanfˌaː
انفائی	ˌanfˈaːi
انفائیت	ˌanfˌaːiˈat
انفاخ	ˌanfˈaːx
انفاخی	ˌanfˈaːxi
انفاد	ˌanfˈaːd
انفاذ	ˌanfˈaːz
انفاذی	ˌanfˈaːzi
انفار	ˌanfˈaːr
انفارمیشن	ˌanfˌaːrmeːʃˈan
انفارمیشنز	ˌanfˌaːrmeːʃˈanz
انفاس	ˌanfˈaːs
انفاسی	ˌanfˈaːsi
انفاق	ˌanfˈaːq
انفاقی	ˌanfˈaːqi
انفاقیت	ˌanfˌaːqiˈat
انفال	ˌanfˈaːl
انفتاح	ˌɪnfɪtˈaːh
انفتاحی	ˌɪnfɪtˈaːhi
انفجار	ˌɪnfɪɟˈaːr
انفراج	ˌɪnfɪrˈaːɟ
انفراجی	ˌɪnfɪrˈaːɟi
انفراد	ˌɪnfɪrˈaːd
انفرادا	ˌɪnfɪrˈaːdaː
انفرادانہ	ˌɪnfɪraːdˈaːnˌa
انفرادی	ˌɪnfɪrˈaːdi
انفرادیت	ˌɪnfˌɪraːdiˈat
انفراسٹرکچر	ˌɪnfraːsʈrˈakcar
انفراغ	ˌɪnfɪrˈaːɣ
انفراغی	ˌɪnfɪrˈaːɣi
انفراغیت	ˌɪnfɪrˌaːɣiˈat
انفراق	ˌɪnfɪrˈaːq
انفراقی	ˌɪnfɪrˈaːqi
انفراقیت	ˌɪnfɪrˌaːqiˈat
انفرمری	ˈanəfˌərəmri
انفرمیشن	ˌanəfˌərmeːʃˈan
انفس	ˈanəfˌəs
انفساح	ˌɪnfɪsˈaːh
انفساحی	ˌɪnfɪsˈaːhi
انفساخ	ˌɪnfɪsˈaːx
انفساخات	ˌɪnfɪsˌaːxˈaːt
انفساخی	ˌɪnfɪsˈaːxi
انفسی	ˈanəfsi
انفصال	ˌɪnfɪʂˈaːl
انفصالہ	ˌɪnfɪʂˈaːlˌa
انفصالی	ˌɪnfɪʂˈaːli
انفصام	ˌɪnfɪʂˈaːm
انفطار	ˌɪnfɪtˈaːr
انفطاری	ˌɪnfɪtˈaːri
انفطاریت	ˌɪnfɪtˌaːriˈat
انفع	ˈanfˌaː
انفعال	ˌanfˈaːl
انفعالی	ˌanfˈaːli
انفعالیت	ˌanfˌaːliˈat
انفعالیہ	ˌanfaːlˈiːa
انفلاق	ˌɪnfɪlˈaːq
انفلاقی	ˌɪnfɪlˈaːqi
انفلوئنزا	ˌanəfloːˈɪnzˌaː
انفنٹری	ˈanəfˌənəʈri
انفو	ˈanfˌoː
انفکاک	ˌɪnfɪkˈaːk
انفکاکی	ˌɪnfɪkˈaːki
انفی	ˈanfˌiː
انفیت	ˌanəfiˈat
انفیکشن	ˌanfˈeːkʃan
انفیکشنز	ˌanfeːkʃˈanz
انقباس	ˌɪnqɪbˈaːs
انقباسی	ˌɪnqɪbˈaːsi
انقباسیت	ˌɪnqɪbˌaːsiˈat
انقباض	ˌɪnqɪbˈaːz
انقباضی	ˌɪnqɪbˈaːzi
انقراض	ˌɪnqɪrˈaːz
انقراضی	ˌɪnqɪrˈaːzi
انقرہ	ˈanəqˌərˌa
انقسام	ˌɪnqɪsˈaːm
انقسامی	ˌɪnqɪsˈaːmi
انقص	ˈanəqˌəʂ
انقصاف	ˌɪnqɪʂˈaːf
انقصافی	ˌɪnqɪʂˈaːfi
انقضا	ˈɪnqɪzˌaː
انقضاء	ˈɪnqɪzˌaː
انقضائی	ˌɪnqɪzˈaːi
انقضائیت	ˌɪnqɪzˌaːiˈat
انقضاض	ˌɪnqɪzˈaːz
انقضاضی	ˌɪnqɪzˈaːzi
انقطاع	ˈɪnqɪtˌaː
انقطاعی	ˌɪnqɪtaːˈaːi
انقلاب	ˌɪnqɪlˈaːb
انقلابات	ˌɪnqɪlˈaːbaːt
انقلابوں	ˌɪnqɪlˈaːbõː
انقلابی	ˌɪnqɪlˈaːbi
انقلابیت	ˌɪnqɪlˈaːbiˌat
انقلابیوں	ˌɪnqɪlˈaːbiˌõː
انقیاد	ˌanqjˈaːd
انقیادی	ˌanqjˈaːdi
انقیادیت	ˌanqjˌaːdiˈat
انلارج	ˌanlˈaːrəɟ
انلارجر	ˌanlˈaːrəɟˌər
انلارجمنٹ	ˌanlˈaːrəɟˌəmənʈ
انلیٹ	ˌanlˈiːʈ
انما	ˈanmˌaː
انماط	ˌanmˈaːt
انمان	ˌanmˈaːn
انمانگی	ˌanmˈaːnɡˌiː
انمت	ˈanəmˌət
انمن	ˈanəmˌən
انموذج	ˌanmˈoːzəɟ
انموذجا	ˌanmˈoːzɟˌaː
انموذجی	ˌanmˈoːzɟˌiː
انموذجیہ	ˌanmˌoːzɟˈiːa
انمول	ˌanmˈoːl
انن	ˈanən
اننا	ˈɪnnaː
انناس	ˌannˈaːs
انناسی	ˌannˈaːsi
اننت	ˈanənˌət
انند	anˈʌnd
اننگ	ˈanɪnɡ
اننگز	ɪnˈɪnɡz
اننیس	ˌannˈiːs
انو	ˈanoː
انوآ	ˈanʋaː
انوا	ˈanʋaː
انواء	ˈanʋaː
انوار	ˈanʋaːr
انواز	ˈanʋaːz
انواسنا	ˈanʋaːsnaː
انواسی	ˈanʋaːsˌiː
انواسیاں	anʋˈaːsjãː
انواع	ˈanʋaː
انوانسا	anʋˈaːnsaː
انوباد	ˌanoːbˈaːd
انوبھو	anˈoːbʰoː
انوث	anˈoːs
انوثت	anˈoːsət
انوثی	anˈoːsi
انوثیت	ˌanoːsiˈat
انور	ˈanʋar
انورا	anˈoːraː
انورادھا	ˌanoːrˈaːdʰaː
انوراگ	ˌanoːrˈaːɡ
انورہ	anˈoːrˌa
انوری	anˈoːri
انوسار	ˌanoːsˈaːr
انوسٹی	anˈoːsʈi
انوش	anˈoːʃ
انوشدارو	ˌanoːʃdˈaːroː
انوشکا	anˈoːʃkˌaː
انوشہ	anˈoːʃˌa
انوشی	anˈoːʃi
انوق	anˈoːq
انوقی	anˈoːqi
انوٹ	anˈoːʈ
انوپ	anˈoːp
انوپا	anˈoːpaː
انوپان	ˌanoːpˈaːn
انوپم	anˈoːpəm
انوچت	anˈoːcət
انوکھا	anˈoːkʰaː
انوکھی	anˈoːkʰi
انوکھیاں	anˈoːkʰjãː
انوکھے	anˈoːkʰeː
انویائی	ˈanʋjaːˌiː
انویسٹمنٹ	anʋˈiːsʈəmˌənʈ
انویسٹی	anʋˈiːsʈi
انویٹیشن	ˈanʋiʈˌeːʃan
انویٹیشنز	ˈanʋiʈˌeːʃanz
انٹارکٹکا	ˈanʈaːrˌəkəʈkaː
انٹالا	ˈanʈaːlˌaː
انٹر	ɪnʈˈar
انٹرا	ɪnʈˈaraː
انٹرایکٹو	ˌɪnʈaraːjˈakʈˌoː
انٹرفیس	ɪnʈˈarfis
انٹرمیڈیٹ	ɪnʈˈarmiɖˌiːʈ
انٹرنس	ɪnʈˈarns
انٹرنسز	ɪnʈˈarnsəz
انٹرنیشنل	ˌɪnʈarnˈeːʃnal
انٹرنیٹ	ˌɪnʈˌarnˈeːʈ
انٹرول	ˌɪnʈarˈoːl
انٹروڈکشن	ˌɪnʈarˈoːɖəkˌəʃən
انٹرویو	ɪnʈˈarʋeːˌoː
انٹرویوز	ɪnʈˈarʋeːˌoːz
انٹرویومیں	ɪnʈˈarʋeːˌoːmẽː
انٹرٹینمنٹ	ɪnʈˈarʈinˌəmənʈ
انٹرپول	ɪnʈˈarpoːl
انٹری	ɪnʈˈari
انٹل	ˈanʈəl
انٹگریشن	ˈanʈəɡreːʃˌan
انٹہ	ˈanʈəˌa
انٹی	ˈanʈi
انٹیل	ˈanʈil
انٹیلی	ɪnʈˈeːli
انٹیلیجنس	ˌɪnʈeːliɟˈʌns
انٹیلیجنٹ	ˌɪnʈeːlˈiːɟənʈ
انٹیلیجینس	ˌɪnʈeːliɟˈiːns
انٹیلیجینسی	ˌɪnʈeːliɟˈiːnsi
انٹینا	ˈanʈinˌaː
انٹینے	ˈanʈinˌeː
انپیج	ˈanpiɟ
انچ	ˈɪnc
انچائی	ˈancaːˌiː
انچائیاں	ˈancaːjˌãː
انچارج	ɪncˈaːrɟ
انچارجی	ˈancaːrɟi
انچاز	ˈancaːz
انچاس	ʊncˈaːs
انچاسواں	ʊncˈaːsʋãː
انچاسویں	ʊncˈaːsʋẽː
انچان	ˈancaːn
انچانیں	ˈancaːnˌẽː
انچل	ˈancəl
انچلا	ˈancəlˌaː
انچلی	ˈancəlˌiː
انچھر	ˈancʰər
انچھی	ˈancʰi
انچھیاں	ˈancʰjãː
انچیف	ˈancif
انڈا	ˈanɖaː
انڈاسی	ˈanɖaːsˌiː
انڈر	ˈanɖər
انڈس	ˈanɖəs
انڈسٹری	ɪnɖˈasʈri
انڈسٹریاں	ˈanɖəsʈˌərjãː
انڈسٹریز	ˈanɖəsʈˌəriz
انڈسٹریل	ˈanɖəsʈˌəril
انڈنٹ	ˈanɖənʈ
انڈو	ˈanɖoː
انڈوا	ˈanɖʋaː
انڈونیشیا	ˌanɖoːnˈiːʃjaː
انڈوڑا	ˈanɖoːr.ˌaː
انڈوں	ˈanɖõː
انڈوی	ˈanɖʋi
انڈکس	ˈanɖəkˌəs
انڈکسز	ˈanɖəkˌəsəz
انڈکسی	ˈanɖəksi
انڈکوش	ˈanɖəkˌoːʃ
انڈہ	ˈanɖəˌa
انڈیا	ˌɪnɖˈiːaː
انڈیاؤ	ˈanɖjaːˌoː
انڈیاؤں	ˈanɖjaːˌoːn
انڈیائی	ˈanɖjaːˌiː
انڈیائیاں	ˈanɖjaːjˌãː
انڈیائیں	ˈanɖjaːˌẽː
انڈیائیے	ˈanɖjaːjˌeː
انڈیائے	ˈanɖjaːˌeː
انڈیاتا	ˌɪnɖˈiːaːtˌaː
انڈیاتی	ˌɪnɖˈiːaːtˌiː
انڈیاتیں	ˈanɖjaːtˌẽː
انڈیاتے	ˌɪnɖˈiːaːtˌeː
انڈیانا	ˌɪnɖˈiːaːnˌaː
انڈیانی	ˌɪnɖˈiːaːnˌiː
انڈیانے	ˌɪnɖˈiːaːnˌeː
انڈیایا	ˌɪnɖˈiːaːjˌaː
انڈیز	ˈanɖiz
انڈیل	ˈanɖil
انڈیلا	ˈanɖilˌaː
انڈیلتا	ˈanɖiltaː
انڈیلتی	ˈanɖilti
انڈیلتیں	ˈanɖiltẽː
انڈیلتے	ˈanɖilteː
انڈیلنا	ˈanɖilnaː
انڈیلنی	ˈanɖilni
انڈیلنے	ˈanɖilneː
انڈیلی	ˈanɖilˌiː
انڈیلیں	ˈanɖilˌẽː
انڈیلیے	anɖˈiːljeː
انڈیلے	ˈanɖilˌeː
انڈیم	ˈanɖim
انڈین	ˌɪnɖiˈan
انڈینز	ˈanɖinˌəz
انڈیکس	ˈanɖikˌəs
انڈے	ˈanɖeː
انک	ˈanək
انکا	ˈɪnkaː
انکار	ɪnkˈaːr
انکاری	ɪnkˈaːri
انکتا	ˈanəktaː
انکتی	ˈanəkti
انکتیں	ˈanəktĩː
انکتے	ˈanəkteː
انکرپشن	ˈanəkˌərəpˌəʃən
انکسار	ˌɪnkɪsˈaːr
انکسارانہ	ˌɪnkɪsaːrˈaːnˌa
انکساری	ˌɪnkɪsˈaːri
انکساریت	ˌɪnkɪsˌaːriˈat
انکشاف	ˌɪnkɪʃˈaːf
انکشافات	ˌɪnkɪʃˌaːfˈaːt
انکشافی	ˌɪnkɪʃˈaːfi
انکل	ˈanəkˌəl
انکم	ɪnkˈam
انکماش	ˌɪnkɪmˈaːʃ
انکماشی	ˌɪnkɪmˈaːʃi
انکنا	ˈanəknaː
انکنی	ˈanəkni
انکنے	ˈanəkneː
انکو	ˈɪnkoː
انکوائری	ɪnkʋˈaɪri
انکوانا	ɪnkʋˈaːnaː
انکول	ɪnkˈoːl
انکوڈنگ	ɪnkˈoːɖɪnɡ
انکھوں	ˈankʰˌõː
انکھڑی	ˈanəkʰr.i
انکھیاں	anˈʌkʰjãː
انکی	ˈɪnki
انکیں	ˈɪnkẽː
انکیے	ˈɪnkjeː
انکے	ˈɪnkeː
انگ	ˈanɡ
انگار	ˌanɡˈaːr
انگارا	ˌanɡˈaːraː
انگاروں	ˌanɡˈaːrõː
انگارہ	ˌanɡˈaːrˌa
انگاری	ˌanɡˈaːri
انگارے	ˌanɡˈaːreː
انگبین	ˌanəɡbˈiːn
انگبیں	ˈanəɡbẽː
انگت	ˈanəɡˌət
انگتا	ˈanɡtaː
انگتے	ˈanɡteː
انگر	ˈanəɡˌər
انگرکھا	ˈanəɡˌərkʰˌaː
انگرکھے	ˈanəɡˌərkʰˌeː
انگریز	anɡrˈeːz
انگریزن	anɡrˈeːzn
انگریزنی	anɡrˈeːzni
انگریزنیاں	anɡrˈeːznjãː
انگریزوں	anɡrˈeːzõː
انگریزی	anɡrˈeːzi
انگریزیت	anɡrˈeːziˌat
انگشت	ˈanɡʊʃt
انگشتار	ˈanɡʊʃtˌaːr
انگشتانوں	ˈanɡʊʃtˌaːnõː
انگشتانہ	ˈanɡʊʃtˌaːnˌa
انگشتانے	ˈanɡʊʃtˌaːneː
انگشتر	ˈanɡʊʃtr
انگشتری	ˈanɡʊʃtrˌiː
انگشتی	ˈanɡʊʃtˌiː
انگشتیا	ˈanɡʊʃtjˌaː
انگل	ˈanəɡˌəl
انگلا	ˈanəɡlaː
انگلز	ˈanəɡˌələz
انگلس	ˈanəɡˌələs
انگلستان	ˌanəɡˌəlɪstˈaːn
انگلستانی	ˌanəɡˌəlɪstˈaːni
انگلش	ˈɪnɡlˌɪʃ
انگلشیا	ˌanəɡəlˈʌʃjaː
انگلشیہ	ˌanəɡˌəlʃˈiːa
انگلی	ˈanəɡli
انگلیا	ˌanəɡˈʌljaː
انگلیاں	ˌanəɡˈʌljãː
انگلینڈ	ˌɪnɡlˈeːnɖ
انگلیوں	ˈanəɡliˌõː
انگلیٹ	ˌanəɡlˈiːʈ
انگن	ˈanəɡˌən
انگنائی	ˌanəɡnˈaːi
انگنیا	ˌanəɡˈʌnjaː
انگوایلا	ˌanɡʋaːˈiːlaː
انگور	ˈanɡuːr
انگورستان	ˈanɡuːrˌɪstaːn
انگوروں	ˈanɡuːrˌõː
انگورہ	ˈanɡuːrˌa
انگوری	ˈanɡuːrˌiː
انگوریا	anɡˈuːrjaː
انگولا	ˌanɡˈoːlaː
انگوٹھا	ˌanɡˈoːʈʰaː
انگوٹھوں	ˌanɡˈoːʈʰõː
انگوٹھی	ˌanɡˈoːʈʰi
انگوٹھیاں	ˌanɡˈoːʈʰjãː
انگوٹھیوں	ˌanɡˈoːʈʰiˌõː
انگوٹھے	ˌanɡˈoːʈʰeː
انگوٹی	ˌanɡˈoːʈi
انگٹ	ˈanəɡˌəʈ
انگڑائی	ˌanəɡr.ˈaːi
انگڑانا	ˌanəɡr.ˈaːnaː
انگھوٹا	ˌanɡʰˈoːʈaː
انگہ	ˈanəɡa
انگیا	anˈʌɡjaː
انگیخت	ˌanɡˈiːxt
انگیختگی	ˌanɡˈiːxtəɡˌiː
انگیختہ	ˌanɡˈiːxta
انگیز	anɡˈeːz
انگیزش	anɡˈeːzʃ
انگیزی	anɡˈeːzi
انگیٹھی	ˌanɡˈiːʈʰi
انگیٹھیاں	ˌanɡˈiːʈʰjãː
انھ	ˈanh
انھتر	ˌʊnhatˈar
انھوں	ʊnhˈoːn
انھی	ˈʊnhi
انھیں	ˌʊnhˈeːn
انھیںاور	ˈanhẽˌaːoːr
انہ	ˈanˌa
انہار	ˌanhˈaːr
انہتر	ˌʊnhatˈar
انہترواں	ˌʊnhatˈarʋãː
انہترویں	ˌʊnhatˈarʋẽː
انہد	ˈanəhˌəd
انہدام	ˌɪnhɪdˈaːm
انہداما	ˌɪnhɪdˈaːmaː
انہدامی	ˌɪnhɪdˈaːmi
انہدامیت	ˌɪnhɪdˌaːmiˈat
انہر	ˈanəhˌər
انہزام	ˌɪnhɪzˈaːm
انہزاما	ˌɪnhɪzˈaːmaː
انہزامی	ˌɪnhɪzˈaːmi
انہزامیت	ˌɪnhɪzˌaːmiˈat
انہضام	ˌɪnhɪzˈaːm
انہضاما	ˌɪnhɪzˈaːmaː
انہضامی	ˌɪnhɪzˈaːmi
انہضامیت	ˌɪnhɪzˌaːmiˈat
انہماک	ˌɪnhɪmˈaːk
انہماکی	ˌɪnhɪmˈaːki
انہماکیت	ˌɪnhɪmˌaːkiˈat
انہو	ˈanhˌoː
انہونی	ˌanhˈoːni
انہوں	ˌʊnhˈoːn
انہوںنے	ˌanhˈõːneː
انہيں	ˌʊnhˈeːn
انہی	ˈʊnhi
انہین	ˌanhˈiːn
انہیں	ˌʊnhˈeːn
انی	ˈani
انیا	ˈanjaː
انیائی	ˈanjaːˌiː
انیائیاں	ˈanjaːjˌãː
انیائے	ˈanjaːˌeː
انیاب	ˈanjaːb
انیات	ˌaniˈaːt
انیارا	ˈanjaːrˌaː
انیاسی	ˈanjaːsˌiː
انیاسیواں	ˈanjaːsˌeːʋãː
انیاسیویں	ˈanjaːsˌeːʋẽː
انیت	ˌɪniˈat
انیتا	anˈiːtaː
انیث	anˈiːs
انیس	ʊnˈiːs
انیسویں	anˈiːsʋẽː
انیسہ	anˈiːsˌa
انیسیا	anˈiːsjaː
انیفہ	anˈiːfˌa
انیق	anˈiːq
انیقہ	anˈiːqˌa
انیل	anˈiːl
انیلا	anˈiːlaː
انیلی	anˈiːli
انیلیاں	anˈiːljãː
انیم	anˈiːm
انیمل	anˈiːməl
انیندا	anˈiːndaː
انیورسری	ˌaneːˈoːrəsri
انیورسریز	ˌaneːˌoːrəsrˈiːz
انیک	anˈeːk
انے	ˈaneː
او	ˈoː
اوئی	ˈoːi
اوئے	ˈoːeː
اوا	ˈaʋaː
اوائل	aʋˈaɪl
اوائلی	aʋˈaɪli
اوائی	aʋˈaːi
اوائیاں	aʋˈaːjãː
اواب	aʋˈaːb
اوابین	ˌaʋaːbˈiːn
اواخر	aʋˈaːxər
اوار	aʋˈaːr
اوارا	aʋˈaːraː
اوارہ	aʋˈaːrˌa
اواز	aʋˈaːz
اوازیں	aʋˈaːzẽː
اواسط	aʋˈaːsət
اوال	aʋˈaːl
اوامر	aʋˈaːmər
اوان	aʋˈaːn
اواہ	aʋˈaːh
اوباسی	oːbˈaːsi
اوباسیاں	oːbˈaːsjãː
اوباش	oːbˈaːʃ
اوباشانہ	ˌoːbaːʃˈaːnˌa
اوباشی	oːbˈaːʃi
اوباشیت	ˌoːbaːʃiˈat
اوبال	oːbˈaːl
اوباما	oːbˈaːmaː
اوبامہ	oːbˈaːmˌa
اوبت	ˈoːbət
اوبتیں	ˈoːbtˌẽː
اوبر	ˈoːbər
اوبرائن	ˌoːbrˈaɪn
اوبلنا	ˈoːbəlnaː
اوبنا	ˈoːbnˌaː
اوبنٹو	ˈoːbənʈoː
اوبٹ	ˈoːbəʈ
